:START_ID,:TYPE,REL_TYPE,:END_ID,CORP_CHCD_ID,START_MONTH,START_YEAR,END_YEAR,startend,NOTE,SOURCE,duplicates_strict,duplicates
EDCPT_10021,RELATED_TO,Married to,EDCPT_10022,,,,,-,,EDC_1920_94,FALSE,FALSE
EDCPT_10026,RELATED_TO,Married to,EDCPT_10025,,,,,-,,EDC_1918_80,FALSE,FALSE
EDCPT_10030,RELATED_TO,Married to,EDCPT_10029,,,,,-,,,FALSE,FALSE
EDCPT_10048,RELATED_TO,Married to,EDCPT_10047,,,1916,,1916-,,EDC_1916_69,FALSE,FALSE
EDCPT_10101,RELATED_TO,Married to,EDCPT_10100,,,,,-,,EDC_1920_97,FALSE,FALSE
EDCPT_10119,RELATED_TO,Married to,EDCPT_10118,,,,,-,,EDC_1920_97,FALSE,FALSE
EDCPT_10124,RELATED_TO,Married to,EDCPT_10125,,,,,-,,EDC_1920_98,FALSE,FALSE
EDCPT_10157,RELATED_TO,Married to,EDCPT_10158,,,,,-,,EDC_1920_99,FALSE,FALSE
EDCPT_10181,RELATED_TO,Married to,EDCPT_10183,,,1920,,1920-,,EDC_1920_100,FALSE,FALSE
EDCPT_10187,RELATED_TO,Married to,EDCPT_10189,,,1920,,1920-,,EDC_1920_100,FALSE,FALSE
EDCPT_10199,RELATED_TO,Married to,EDCPT_10201,,,1920,,1920-,,EDC_1920_100,FALSE,FALSE
EDCPT_10219,RELATED_TO,Married to,EDCPT_10218,,,,,-,,EDC_1920_100,TRUE,TRUE
EDCPT_10271,RELATED_TO,Married to,EDCPT_10270,,,,,-,,EDC_1920_102,FALSE,FALSE
EDCPT_10290,RELATED_TO,Married to,EDCPT_10287,,,,,-,,EDC_1920_102,FALSE,FALSE
EDCPT_10293,RELATED_TO,Married to,EDCPT_10292,,,1916,,1916-,,EDC_1916_75,FALSE,FALSE
EDCPT_10299,RELATED_TO,Daughter of,EDCPT_10300,,,,,-,,,FALSE,FALSE
EDCPT_10323,RELATED_TO,Married to,EDCPT_10324,,,,,-,,EDC_1920_104,FALSE,FALSE
EDCPT_10325,RELATED_TO,Married to,EDCPT_10326,,,,,-,,EDC_1920_104,FALSE,FALSE
EDCPT_10359,RELATED_TO,Married to,EDCPT_10358,,,,,-,,EDC_1920_105,FALSE,FALSE
EDCPT_10360,RELATED_TO,Daughter of,EDCPT_10358,,,,,-,,EDC_1920_105,FALSE,FALSE
EDCPT_10374,RELATED_TO,Married to,EDCPT_10376,,,1916,,1916-,,EDC_1916_77,FALSE,FALSE
EDCPT_10395,RELATED_TO,Married to,EDCPT_10396,,,1920,,1920-,,EDC_1920_106,FALSE,FALSE
EDCPT_10416,RELATED_TO,Married to,EDCPT_10415,,,1916,,1916-,,EDC_1920_107; EDC_1916_78,FALSE,FALSE
EDCPT_10442,RELATED_TO,Married to,EDCPT_10443,,,1920,,1920-,,EDC_1920_122,FALSE,FALSE
EDCPT_10446,RELATED_TO,Married to,EDCPT_10445,,,1920,,1920-,,EDC_1920_108,FALSE,FALSE
EDCPT_10480,RELATED_TO,Married to,EDCPT_10481,,,1916,,1916-,,EDC_1916_79,FALSE,FALSE
EDCPT_10513,RELATED_TO,Married to,EDCPT_10514,,,1920,,1920-,,EDC_1920_110,FALSE,FALSE
EDCPT_10547,RELATED_TO,married to,EDCPT_10545,,,1920,,1920-,,EDC_1920_112,FALSE,FALSE
EDCPT_10551,RELATED_TO,Married to,EDCPT_10552,,,1920,,1920-,,EDC_1920_112,FALSE,FALSE
EDCPT_10659,RELATED_TO,Married to,EDCPT_10658,,,1920,,1920-,,EDC_1920_116,FALSE,FALSE
EDCPT_10668,RELATED_TO,Married to,EDCPT_10667,,,1920,,1920-,,EDC_1920_116,FALSE,FALSE
EDCPT_10720,RELATED_TO,Married to,EDCPT_10721,,,,,-,,EDC_1920_119,FALSE,FALSE
EDCPT_10732,RELATED_TO,Married to,EDCPT_10733,,,1920,,1920-,,EDC_1920_119,FALSE,FALSE
EDCPT_10736,RELATED_TO,Married to,EDCPT_10735,,,1918,,1918-,,EDC_1920_119; EDC_1918_102,FALSE,FALSE
EDCPT_10767,RELATED_TO,Married to,EDCPT_10768,,,1918,,1918-,,EDC_1920_120; EDC_1918_103,FALSE,FALSE
EDCPT_10818,RELATED_TO,Married to,EDCPT_10819,,,1918,,1918-,,EDC_1920_122; EDC_1918_104,FALSE,FALSE
EDCPT_10867,RELATED_TO,Married to,EDCPT_10866,,,1920,,1920-,,EDC_1920_124,FALSE,FALSE
EDCPT_10870,RELATED_TO,Married to,EDCPT_10869,,,1918,,1918-,,EDC_1920_124; EDC_1918_106,FALSE,FALSE
EDCPT_10884,RELATED_TO,Married to,EDCPT_10883,,,1920,,1920-,,EDC_1920_124,FALSE,FALSE
EDCPT_10923,RELATED_TO,Married to,EDCPT_10922,,,1918,,1918-,,EDC_1918_108,FALSE,FALSE
EDCPT_10985,RELATED_TO,Married to,EDCPT_10986,,,,,-,,,FALSE,FALSE
EDCPT_10996,RELATED_TO,Married to,EDCPT_10995,,,1918,,1918-,,EDC_1918_111,FALSE,FALSE
EDCPT_11002,RELATED_TO,Married to,EDCPT_11003,,,1920,,1920-,,EDC_1920_128,FALSE,FALSE
EDCPT_11016,RELATED_TO,Married to,EDCPT_11017,,,1918,,1918-,,EDC_1918_111,FALSE,FALSE
EDCPT_11029,RELATED_TO,Married to,EDCPT_11030,,,1918,,1918-,,EDC_1918_112,FALSE,FALSE
EDCPT_11055,RELATED_TO,Married to,EDCPT_11056,,,1918,,1918-,,EDC_1918_113,FALSE,FALSE
EDCPT_11125,RELATED_TO,Married to,EDCPT_11126,,,1920,,1920-,,EDC_1920_133,FALSE,FALSE
EDCPT_11136,RELATED_TO,Married to,EDCPT_11137,,,1918,,1918-,,EDC_1918_115,FALSE,FALSE
EDCPT_11147,RELATED_TO,Married to,EDCPT_11146,,,1920,,1920-,,EDC_1920_133,FALSE,FALSE
EDCPT_11160,RELATED_TO,Married to,EDCPT_11159,,,1920,,1920-,,EDC_1920_134,FALSE,FALSE
EDCPT_11204,RELATED_TO,Married to,EDCPT_11203,,,1918,,1918-,,EDC_1920_135; EDC_1918_117,FALSE,FALSE
EDCPT_11206,RELATED_TO,Married to,EDCPT_11205,,,1920,,1920-,,EDC_1920_136,FALSE,FALSE
EDCPT_11301,RELATED_TO,Married to,EDCPT_11302,,,1918,,1918-,,EDC_1920_38; EDC_1918_119,FALSE,FALSE
EDCPT_11309,RELATED_TO,Married to,EDCPT_11308,,,,,-,,EDC_1920_138,TRUE,TRUE
EDCPT_11320,RELATED_TO,Married to,EDCPT_11322,,,,,-,,,FALSE,FALSE
EDCPT_11341,RELATED_TO,Married to,EDCPT_11342,,,1918,,1918-,,EDC_1918_120,FALSE,FALSE
EDCPT_11363,RELATED_TO,Married to,EDCPT_11362,,,1918,,1918-,,EDC_1918_120,FALSE,FALSE
EDCPT_11422,RELATED_TO,Married to,EDCPT_11423,,,,,-,,,FALSE,FALSE
EDCPT_11559,RELATED_TO,Married to,EDCPT_11558,,,,,-,,EDC_1920_146,FALSE,FALSE
EDCPT_11572,RELATED_TO,Married to,EDCPT_11573,,,,,-,,EDC_1920_147,FALSE,FALSE
EDCPT_11577,RELATED_TO,Married to,EDCPT_11578,,,1920,,1920-,,EDC_1920_147,FALSE,FALSE
EDCPT_11606,RELATED_TO,Married to,EDCPT_11607,,,1918,,1918-,,EDC_1918_128,FALSE,FALSE
EDCPT_11749,RELATED_TO,Married to,EDCPT_11748,,,,,-,,EDC_1920_152,FALSE,FALSE
EDCPT_11766,RELATED_TO,Married to,EDCPT_11768,,,,,-,,EDC_1920_153,FALSE,FALSE
EDCPT_11783,RELATED_TO,Married to,EDCPT_11784,,,1918,,1918-,,EDC_1918_134,FALSE,FALSE
EDCPT_11806,RELATED_TO,Married to,EDCPT_11807,,,1918,,1918-,,EDC_1920_154; EDC_1918_135,FALSE,FALSE
EDCPT_11808,RELATED_TO,Married to,EDCPT_11809,,,1918,,1918-,,EDC_1918_135,FALSE,FALSE
EDCPT_11813,RELATED_TO,Married to,EDCPT_11814,,,1918,,1918-,,EDC_1918_136,FALSE,FALSE
EDCPT_11818,RELATED_TO,Married to,EDCPT_11820,,,1918,,1918-,,EDC_1920_155; EDC_1918_136,FALSE,FALSE
EDCPT_11821,RELATED_TO,Married to,EDCPT_11822,,,1918,,1918-,,EDC_1920_155; EDC_1918_136,FALSE,FALSE
EDCPT_11824,RELATED_TO,Married to,EDCPT_11825,,,1918,,1918-,,EDC_1918_136,FALSE,FALSE
EDCPT_11844,RELATED_TO,Married to,EDCPT_11845,,,1918,,1918-,,EDC_1918_137,FALSE,FALSE
EDCPT_11850,RELATED_TO,Married to,EDCPT_11851,,,,,-,,EDC_1917_107; EDC_1918_137,FALSE,FALSE
EDCPT_11869,RELATED_TO,Married to,EDCPT_11870,,,1920,,1920-,,EDC_1920_156,FALSE,FALSE
EDCPT_11946,RELATED_TO,Married to,EDCPT_11947,,,1918,,1918-,,EDC_1918_140,FALSE,FALSE
EDCPT_12269,RELATED_TO,Married to,EDCPT_12270,,,1920,,1920-,,EDC_1920_31,FALSE,FALSE
EDCPT_7221,RELATED_TO,Married to,EDCPT_7220,,,1920,,1920-,,EDC_1920_7; EDC_1918_6,FALSE,FALSE
EDCPT_7258,RELATED_TO,Married to,EDCPT_7259,,,1920,,1920-,,EDC_1920_8,FALSE,FALSE
EDCPT_7272,RELATED_TO,Married to,EDCPT_7273,,,1920,,1920-,,EDC_1920_9,FALSE,FALSE
EDCPT_7285,RELATED_TO,Married to,EDCPT_7286,,,1920,,1920-,,EDC_1920_9,FALSE,FALSE
EDCPT_7305,RELATED_TO,Married to,EDCPT_7306,,,1920,,1920-,,EDC_1920_10,FALSE,FALSE
EDCPT_7324,RELATED_TO,Married to,EDCPT_7322,,,1920,,1920-,,EDC_1920_11,FALSE,FALSE
EDCPT_7360,RELATED_TO,Married to,EDCPT_7361,,,1920,,1920-,,EDC_1920_13,FALSE,FALSE
EDCPT_7378,RELATED_TO,Married to,EDCPT_7376,,,1920,,1920-,,EDC_1920_13,FALSE,FALSE
EDCPT_7412,RELATED_TO,Married to,EDCPT_7411,,,1920,,1920-,,EDC_1920_14,FALSE,FALSE
EDCPT_7422,RELATED_TO,Married to,EDCPT_7423,,,1920,,1920-,,EDC_1920_15,FALSE,FALSE
EDCPT_7448,RELATED_TO,Married to,EDCPT_7449,,,1920,,1920-,,EDC_1920_16,FALSE,FALSE
EDCPT_7469,RELATED_TO,Married to,EDCPT_7468,,,,,-,,EDC_1920_16;EDC_1918_14,FALSE,FALSE
EDCPT_7471,RELATED_TO,Married to,EDCPT_7470,,,,,-,,EDC_1920_17;EDC_1918_14,FALSE,FALSE
EDCPT_7824,RELATED_TO,Married to,EDCPT_7823,,,1918,,1918-,,EDC_1920_27; EDC_1918_22,FALSE,FALSE
EDCPT_7826,RELATED_TO,Married to,EDCPT_7827,,,1918,,1918-,,EDC_1920_27; EDC_1918_22,FALSE,FALSE
EDCPT_7917,RELATED_TO,Married to,EDCPT_7918,,,1920,,1920-,,EDC_1920_31,FALSE,FALSE
EDCPT_7992,RELATED_TO,Married to,EDCPT_7993,,,1920,,1920-,,EDC_1920_34,FALSE,FALSE
EDCPT_7999,RELATED_TO,Married to,EDCPT_8000,,,,,-,,EDC_1917_20,FALSE,FALSE
EDCPT_8018,RELATED_TO,Married to,EDCPT_8019,,,,,-,,EDC_1917_20,FALSE,FALSE
EDCPT_8043,RELATED_TO,Married to,EDCPT_8044,,,1920,,1920-,,EDC_1920_35,FALSE,FALSE
EDCPT_8053,RELATED_TO,Married to,EDCPT_8054,,,,,-,,EDC_1917_21,FALSE,FALSE
EDCPT_8059,RELATED_TO,Married to,EDCPT_8059,,,1920,,1920-,,EDC_1920_36,FALSE,FALSE
EDCPT_8066,RELATED_TO,Married to,EDCPT_8065,,,1920,,1920-,,EDC_1920_36,FALSE,FALSE
EDCPT_8093,RELATED_TO,Married to,EDCPT_8094,,,,,-,,EDC_1917_22,FALSE,FALSE
EDCPT_8099,RELATED_TO,Married to,EDCPT_8100,,,,,-,,EDC_1917_22,FALSE,FALSE
EDCPT_8105,RELATED_TO,Married to,EDCPT_8106,,,1920,,1920-,,EDC_1920_36,FALSE,FALSE
EDCPT_8111,RELATED_TO,Married to,EDCPT_8112,,,,,-,,EDC_1916_26,FALSE,FALSE
EDCPT_8178,RELATED_TO,Married to,EDCPT_8179,,,1920,,1920-,,EDC_1920_39,FALSE,FALSE
EDCPT_8183,RELATED_TO,Married to,EDCPT_8184,,,1920,,1920-,,EDC_1920_39,FALSE,FALSE
EDCPT_8190,RELATED_TO,Married to,EDCPT_8189,,,1920,,1920-,,EDC_1920_40,FALSE,FALSE
EDCPT_8206,RELATED_TO,Married to,EDCPT_8207,,,1920,,1920-,,EDC_1920_40,FALSE,FALSE
EDCPT_8284,RELATED_TO,Married to,EDCPT_8285,,,1920,,1920-,,EDC_1920_43,FALSE,FALSE
EDCPT_8296,RELATED_TO,Married to,EDCPT_8295,,,1920,,1920-,,EDC_1920_43,FALSE,FALSE
EDCPT_8299,RELATED_TO,Married to,EDCPT_8298,,,1920,,1920-,,EDC_1920_43,FALSE,FALSE
EDCPT_8349,RELATED_TO,Married to,EDCPT_8348,,,1920,,1920-,,EDC_1920_45,FALSE,FALSE
EDCPT_8434,RELATED_TO,Married to,EDCPT_8435,,,,,-,,EDC_1917_29,FALSE,FALSE
EDCPT_8455,RELATED_TO,Married to,EDCPT_8456,,,1920,,1920-,,EDC_1920_48,FALSE,FALSE
EDCPT_8505,RELATED_TO,Married to,EDCPT_8504,,,1920,,1920-,,EDC_1920_49,FALSE,FALSE
EDCPT_8612,RELATED_TO,Married to,EDCPT_8613,,,1920,,1920-,,EDC_1920_52,FALSE,FALSE
EDCPT_8666,RELATED_TO,Married to,EDCPT_8667,,,1920,,1920-,,EDC_1920_53,FALSE,FALSE
EDCPT_8738,RELATED_TO,Married to,EDCPT_8739,,,1916,,1916-,,EDC_1920_55; EDC_1918_47; EDC_1916_41,FALSE,FALSE
EDCPT_8764,RELATED_TO,Married to,EDCPT_8765,,,1916,,1916-,,EDC_1916_42,FALSE,FALSE
EDCPT_8792,RELATED_TO,Married to,EDCPT_8793,,,,,-,,EDC_1918_48,FALSE,FALSE
EDCPT_8800,RELATED_TO,Married to,EDCPT_8801,,,1920,,1920-,,EDC_1920_57,FALSE,FALSE
EDCPT_8812,RELATED_TO,Married to,EDCPT_8813,,,1920,,1920-,,EDC_1920_57,FALSE,FALSE
EDCPT_8842,RELATED_TO,Married with,EDCPT_8844,,,,,-,,EDC_1917_39,FALSE,FALSE
EDCPT_8960,RELATED_TO,Married to,EDCPT_8959,,,,,-,,EDC_1920_61,FALSE,FALSE
EDCPT_8967,RELATED_TO,Married to,EDCPT_8968,,,1920,,1920-,,EDC_1920_61,FALSE,FALSE
EDCPT_8977,RELATED_TO,Married to,EDCPT_8976,,,1916,,1916-,,EDC_1918_54; EDC_1916_46,FALSE,FALSE
EDCPT_9103,RELATED_TO,Married to,EDCPT_9104,,,1920,,1920-,,EDC_1920_64,FALSE,FALSE
EDCPT_9174,RELATED_TO,Married to,EDCPT_9173,,,,,-,,EDC_1918_59,FALSE,FALSE
EDCPT_9177,RELATED_TO,Married to,EDCPT_9178,,,1920,,1920-,,EDC_1920_66,FALSE,FALSE
EDCPT_9184,RELATED_TO,Married to,EDCPT_9185,,,1918,,1918-,,EDC_1920_67; EDC_1918_60,FALSE,FALSE
EDCPT_9230,RELATED_TO,Married to,EDCPT_9231,,,1918,,1918-,,EDC_1920_68; EDC_1918_61,FALSE,FALSE
EDCPT_9235,RELATED_TO,Married to,EDCPT_9234,,,1920,,1920-,,EDC_1920_68,FALSE,FALSE
EDCPT_9238,RELATED_TO,Married to,EDCPT_9239,,,1916,,1916-,,EDC_1916_51,FALSE,FALSE
EDCPT_9244,RELATED_TO,Married to,EDCPT_9243,,,1916,,1916-,,EDC_1920_69; EDC_1918_62; EDC_1916_52,FALSE,FALSE
EDCPT_9279,RELATED_TO,Married to,EDCPT_9275,,,1920,,1920-,,EDC_1920_70,FALSE,FALSE
EDCPT_9302,RELATED_TO,Married to,EDCPT_9301,,,1920,,1920-,,EDC_1920_70,FALSE,FALSE
EDCPT_9363,RELATED_TO,Married to,EDCPT_9364,,,1918,,1918-,,EDC_1920_72; EDC_1918_65,FALSE,FALSE
EDCPT_9370,RELATED_TO,Married to,EDCPT_9369,,,1916,,1916-,,EDC_1920_72; EDC_1918_65; EDC_1916_54,FALSE,FALSE
EDCPT_9408,RELATED_TO,Married to,EDCPT_9407,,,1918,,1918-,,EDC_1920_74; EDC_1918_66,FALSE,FALSE
EDCPT_9428,RELATED_TO,Married to,EDCPT_9427,,,1920,,1920-,,EDC_1920_75,FALSE,FALSE
EDCPT_9430,RELATED_TO,Married to,EDCPT_9432,,,1916,,1916-,,EDC_1916_56,FALSE,FALSE
EDCPT_9444,RELATED_TO,Married to,EDCPT_9442,,,1916,,1916-,,EDC_1916_56,FALSE,FALSE
EDCPT_9472,RELATED_TO,Related to,EDCPT_9473,,,1920,,1920-,,EDC_1920_76,FALSE,FALSE
EDCPT_9501,RELATED_TO,Married to,EDCPT_9502,,,1920,,1920-,,EDC_1920_77,FALSE,FALSE
EDCPT_12281,RELATED_TO,Married to,EDCPT_9544,,,1920,,1920-,,EDC_1920_78,FALSE,FALSE
EDCPT_9547,RELATED_TO,Married to,EDCPT_9546,,,1913,,1913-,,EDC_1920_78; EDC_1916_58,FALSE,FALSE
EDCPT_9548,RELATED_TO,Married to,EDCPT_9549,,,1916,,1916-,,EDC_1916_58,FALSE,FALSE
EDCPT_9552,RELATED_TO,Married to,EDCPT_9551,,,1920,,1920-,,EDC_1920_79,FALSE,FALSE
EDCPT_9659,RELATED_TO,Married to,EDCPT_9660,,,1920,,1920-,,EDC_1920_82,FALSE,FALSE
EDCPT_9673,RELATED_TO,Married to,EDCPT_9674,,,,,-,,EDC_1918_74,FALSE,FALSE
EDCPT_9842,RELATED_TO,Married to,EDCPT_9841,,,,,-,,OAC_Box/Folder 28 : 10,FALSE,FALSE
EDCPT_9845,RELATED_TO,Married to,EDCPT_9846,,,,,-,,EDC_1918_76,FALSE,FALSE
EDCPT_9947,RELATED_TO,Married to,EDCPT_9946,,,,,-,,EDC_1916_66,FALSE,FALSE
EDCPT_9994,RELATED_TO,Married to,EDCPT_9993,,,1916,,1916-,,EDC_1916_68,FALSE,FALSE
EDCPT_12287,RELATED_TO,Married to,EDCPT_12288,,,1920,,1920-,,EDC_1920_8; EDC_1918_7,FALSE,FALSE
EDCPT_10426,PRESENT_AT,Acting Headmaster at,EDCT_232,,,1920,,1920-,,EDC_1920_107,FALSE,FALSE
EDCPT_8615,PRESENT_AT,Acting Headmaster at,EDCT_331,,,1916,1918,1916-1918,,EDC_1918_44; EDC_1917_34; EDC_1916_38,FALSE,FALSE
EDCPT_10685,PRESENT_AT,Acting Headmaster at,EDCT_531,,,1917,1918,1917-1918,,EDC_1918_100; EDC_1917_76,FALSE,FALSE
EDCPT_11472,PRESENT_AT,Acting Principal at,EDCT_155,,,1918,1920,1918-1920,Title of Teacher in 1918,EDC_1920_143; EDC_1918_124,FALSE,FALSE
EDCPT_8229,PRESENT_AT,Acting Principal at,EDCT_195,,,1917,1918,1917-1918,,EDC_1918_33; EDC_1917_25,FALSE,FALSE
EDCPT_10282,PRESENT_AT,Acting Principal at,EDCT_271,,,1917,1920,1917-1920,,EDC_1920_102; EDC_1918_87; EDC_1917_66,FALSE,FALSE
EDCPT_8341,PRESENT_AT,Acting Principal at,EDCT_286,,,1918,1920,1918-1920,,EDC_1918_36,FALSE,FALSE
EDCPT_10370,PRESENT_AT,Acting Principal at,EDCT_295,,,1920,,1920-,,EDC_1920_105,FALSE,FALSE
EDCPT_10111,PRESENT_AT,Acting Principal at,EDCT_741,,,1914,,1914-,,EDC_1914_21,FALSE,FALSE
EDCPT_11593,PRESENT_AT,Acting-Principal of,EDCT_028,,,1917,1918,1917-1918,,EDC_1918_128;EDC_1917_99,FALSE,FALSE
EDCPT_9413,PRESENT_AT,Asisstant Master at,EDCT_007,,,1917,1918,1917-1918,,EDC_1917_52; EDC_1918_67,FALSE,FALSE
EDCPT_10380,PRESENT_AT,Asisstant Master at,EDCT_070,,,1916,1917,1916-1917,,EDC_1917_69; EDC_1916_77,FALSE,FALSE
EDCPT_8249,PRESENT_AT,Asisstant Master in,EDCT_198,,,1917,1918,1917-1918,,EDC_1918_34; EDC_1917_25,FALSE,FALSE
EDCPT_8943,PRESENT_AT,Asisstant Mistress at,EDCT_064,,,1916,1917,1916-1917,,EDC_1917_41; EDC_1918_54; EDC_1916_46,FALSE,FALSE
EDCPT_10548,PRESENT_AT,Assistant and School-keeper at,EDCT_090,,,1920,,1920-,,EDC_1920_112,FALSE,FALSE
EDCPT_10294,PRESENT_AT,Assistant at,EDCT_057,,,1917,,1917-,,EDC_1917_67,FALSE,FALSE
EDCPT_10530,PRESENT_AT,Assistant at,EDCT_094,,,1920,,1920-,,EDC_1920_111,FALSE,FALSE
EDCPT_11635,PRESENT_AT,Assistant at,EDCT_152,,,1918,1920,1918-1920,,EDC_1920_149; EDC_1918_129,FALSE,FALSE
EDCPT_11731,PRESENT_AT,Assistant at,EDCT_152,,,1918,1920,1918-1920,,EDC_1920_152; EDC_1918_132,FALSE,FALSE
EDCPT_10479,PRESENT_AT,Assistant at,EDCT_161,,,1914,,1914-,,EDC_1914_23,FALSE,FALSE
EDCPT_9571,PRESENT_AT,Assistant Director at,EDCT_040,,,1916,1918,1916-1918,,EDC_1918_71; EDC_1917_56; EDC_1916_59,FALSE,FALSE
EDCPT_9741,PRESENT_AT,Assistant Director of,EDCT_181,,,1916,1920,1916-1920,,EDC_1920_85; EDC_1917_58; EDC_1916_62,FALSE,FALSE
EDCPT_7793,PRESENT_AT,Assistant Librarian at,EDCT_085,,,1916,1918,1916-1918,,EDC_1916_19,FALSE,TRUE
EDCPT_7793,PRESENT_AT,Assistant Librarian at,EDCT_085,,,1917,1918,1917-1918,,EDC_1918_21; EDC_1917_16,FALSE,TRUE
EDCPT_11406,PRESENT_AT,Assistant Manager at,EDCT_204,,,1914,1920,1914-1920,,EDC_1920_141;EDC_1918_122;EDC_1917_94; EDC_1914_31,FALSE,FALSE
EDCPT_11301,PRESENT_AT,Assistant Master,EDCT_027,,,1918,1920,1918-1920,Absent in 1918,EDC_1920_138; EDC_1918_119,FALSE,FALSE
EDCPT_10593,PRESENT_AT,Assistant Master,EDCT_482,,,1916,,1916-,,EDC_1916_82,FALSE,FALSE
EDCPT_10344,PRESENT_AT,Assistant Master at,EDCT_002,,,1918,,1918-,,EDC_1918_5,FALSE,FALSE
EDCPT_7512,PRESENT_AT,Assistant Master at,EDCT_002,,,1917,1918,1917-1918,,EDC_1918_15; EDC_1917_12,FALSE,FALSE
EDCPT_11094,PRESENT_AT,Assistant Master at,EDCT_004,,,1917,1918,1917-1918,,EDC_1918_116;EDC_1917_89,FALSE,FALSE
EDCPT_8554,PRESENT_AT,Assistant Master at,EDCT_004,,,1917,1918,1917-1918,,EDC_1918_43; EDC_1917_32,FALSE,FALSE
EDCPT_11798,PRESENT_AT,Assistant Master at,EDCT_007,,,1917,1920,1917-1920,,EDC_1920_154; EDC_1917_104,FALSE,FALSE
EDCPT_9267,PRESENT_AT,Assistant Master at,EDCT_007,,,1916,1918,1916-1918,,EDC_1917_48; EDC_1918_63; EDC_1916_52,FALSE,FALSE
EDCPT_10606,PRESENT_AT,Assistant Master at,EDCT_009,,,1916,1920,1916-1920,,EDC_1920_113; EDC_1917_74; EDC_1916_82,FALSE,FALSE
EDCPT_8597,PRESENT_AT,Assistant Master at,EDCT_009,,,1916,1918,1916-1918,,EDC_1916_38,TRUE,TRUE
EDCPT_11915,PRESENT_AT,Assistant master at,EDCT_014,,,1917,1920,1917-1920,,EDC_1920_158; EDC_1917_110,FALSE,FALSE
EDCPT_8926,PRESENT_AT,Assistant Master at,EDCT_014,,,1916,1918,1916-1918,,EDC_1917_41; EDC_1918_53; EDC_1916_45,FALSE,FALSE
EDCPT_10494,PRESENT_AT,Assistant Master at,EDCT_015,,,1920,,1920-,,EDC_1920_109,FALSE,FALSE
EDCPT_10057,PRESENT_AT,Assistant Master at,EDCT_027,,,1916,1920,1916-1920,On furlough in 1916,EDC_1920_95; EDC_1918_81; EEDC_1917_61; EDC_1916_69,FALSE,FALSE
EDCPT_10374,PRESENT_AT,Assistant Master at,EDCT_027,,,1916,1917,1916-1917,,EDC_1917_69; EDC_1916_77,FALSE,FALSE
EDCPT_10379,PRESENT_AT,Assistant Master at,EDCT_036,,,1920,,1920-,,EDC_1920_106,FALSE,FALSE
EDCPT_9229,PRESENT_AT,Assistant Master at,EDCT_036,,,1916,1920,1916-1920,,EDC_1920_68; EDC_1918_61 ; EDC_1917_47; EDC_1916_51,FALSE,FALSE
EDCPT_11782,PRESENT_AT,Assistant master at,EDCT_038,,,1914,1920,1914-1920,,EDC_1920_153; EDC_1914_34,FALSE,FALSE
EDCPT_10319,PRESENT_AT,Assistant master at,EDCT_039,,,1920,,1920-,,EDC_1920_104,FALSE,FALSE
EDCPT_10070,PRESENT_AT,Assistant Master at,EDCT_045,,,1916,1918,1916-1918,,EDC_1918_82; EDC_1917_62; EDC_1916_70,FALSE,FALSE
EDCPT_8084,PRESENT_AT,Assistant Master at,EDCT_045,,,1916,1918,1916-1918,,EDC_1918_29; EDC_1917_22; EDC_1916_25,FALSE,FALSE
EDCPT_7067,PRESENT_AT,Assistant Master at,EDCT_049,,,1917,1918,1917-1918,,EDC_1918_2; EDC_1917_2,FALSE,FALSE
EDCPT_10098,PRESENT_AT,Assistant Master at,EDCT_050,,,1914,1917,1914-1917,,EDC_1917_63; EDC_1914_20,FALSE,FALSE
EDCPT_10825,PRESENT_AT,Assistant master at,EDCT_050,,,1914,1918,1914-1918,,EDC_1917_80; EDC_1918_105; EDC_1914_26,FALSE,FALSE
EDCPT_11282,PRESENT_AT,Assistant master at,EDCT_050,,,1914,1917,1914-1917,,EDC_1917_91; EDC_1916_100; EDC_1914_30,FALSE,FALSE
EDCPT_10210,PRESENT_AT,Assistant Master at,EDCT_068,,,1916,,1916-,,EDC_1916_72,FALSE,FALSE
EDCPT_7808,PRESENT_AT,Assistant Master at,EDCT_068,,,1916,1920,1916-1920,,EDC_1916_19,FALSE,FALSE
EDCPT_10266,PRESENT_AT,Assistant Master at,EDCT_070,,,1916,1917,1916-1917,Absent 1916,EDC_1917_66; EDC_1916_74,FALSE,FALSE
EDCPT_9368,PRESENT_AT,Assistant Master at,EDCT_103,,,1916,1917,1916-1917,,EDC_1917_51; EDC_1916_54,FALSE,FALSE
EDCPT_10714,PRESENT_AT,Assistant Master at,EDCT_111,,,1917,1918,1917-1918,,EDC_1918_101; EDC_1917_77,FALSE,FALSE
EDCPT_7235,PRESENT_AT,Assistant Master at,EDCT_111,,,1917,1918,1917-1918,,EDC_1918_7; EDC_1917_5,FALSE,FALSE
EDCPT_7789,PRESENT_AT,Assistant Master at,EDCT_137,,,1917,1918,1917-1918,,EDC_1918_21; EDC_1917_16,FALSE,FALSE
EDCPT_10335,PRESENT_AT,Assistant Master at,EDCT_168,,,1914,1918,1914-1918,,EDC_1918_89; EDC_1917_68; EDC_1916_76; EDC_1914_23,FALSE,FALSE
EDCPT_11922,PRESENT_AT,Assistant Master at,EDCT_180,,,1914,1918,1914-1918,,EDC_1917_109; EDC_1918_140; EDC_1914_36,FALSE,FALSE
EDCPT_10835,PRESENT_AT,Assistant Master at,EDCT_214,,,1918,1920,1918-1920,,EDC_1920_123; EDC_1918_105,FALSE,FALSE
